damage taken,direction,encounter,month of departure
60%,northbound,kraken,3/1404
45%,northbound,kraken,3/1404
22%,northbound,sharks,3/1404
83%,northbound,water elemental,3/1404
17%,northbound,sharks,3/1404
100%+,northbound,unknown,3/1404
77%,northbound,water elemental,3/1404
21%,northbound,sharks,3/1404
100%+,southbound,unknown,3/1404
42%,southbound,sharks,3/1404
33%,southbound,pirates,3/1404
50%,northbound,kraken,3/1404
34%,northbound,merpeople,3/1404
16%,northbound,pirates,3/1404
53%,northbound,merpeople,3/1404
13%,southbound,harpy,3/1404
17%,southbound,merpeople,3/1404
25%,southbound,sharks,3/1404
34%,northbound,sharks,3/1404
63%,southbound,kraken,3/1404
17%,northbound,pirates,3/1404
13%,southbound,pirates,3/1404
17%,northbound,pirates,3/1404
77%,northbound,water elemental,3/1404
66%,southbound,kraken,3/1404
83%,southbound,water elemental,3/1404
21%,southbound,pirates,3/1404
66%,southbound,kraken,3/1404
17%,northbound,pirates,3/1404
14%,southbound,harpy,3/1404
25%,southbound,pirates,3/1404
39%,northbound,pirates,3/1404
55%,southbound,kraken,3/1404
24%,northbound,pirates,3/1404
100%+,southbound,unknown,3/1404
13%,northbound,harpy,3/1404
76%,northbound,water elemental,3/1404
43%,southbound,kraken,3/1404
52%,northbound,kraken,3/1404
100%+,southbound,unknown,3/1404
24%,southbound,sharks,3/1404
74%,southbound,water elemental,3/1404
48%,southbound,kraken,3/1404
24%,northbound,sharks,3/1404
80%,southbound,water elemental,3/1404
79%,southbound,nessie,3/1404
50%,southbound,kraken,3/1404
34%,southbound,merpeople,3/1404
100%+,northbound,unknown,3/1404
43%,northbound,crabmonsters,3/1404
65%,southbound,merpeople,3/1404
9%,northbound,harpy,3/1404
89%,southbound,nessie,3/1404
15%,northbound,harpy,3/1404
54%,southbound,kraken,3/1404
96%,northbound,demon whale,3/1404
14%,southbound,pirates,3/1404
38%,southbound,pirates,3/1404
22%,northbound,sharks,3/1404
44%,southbound,merpeople,3/1404
28%,southbound,sharks,3/1404
81%,southbound,water elemental,3/1404
18%,southbound,pirates,3/1404
79%,southbound,water elemental,3/1404
10%,northbound,harpy,3/1404
41%,southbound,sharks,3/1404
14%,southbound,pirates,3/1404
20%,northbound,sharks,3/1404
39%,southbound,pirates,3/1404
56%,northbound,merpeople,3/1404
79%,northbound,water elemental,3/1404
89%,northbound,demon whale,3/1404
67%,southbound,kraken,3/1404
7%,southbound,harpy,3/1404
64%,southbound,crabmonsters,3/1404
10%,northbound,sharks,3/1404
26%,southbound,pirates,3/1404
10%,northbound,harpy,3/1404
100%+,southbound,unknown,3/1404
89%,northbound,demon whale,3/1404
87%,northbound,merpeople,3/1404
17%,northbound,pirates,3/1404
20%,southbound,harpy,3/1404
33%,southbound,kraken,3/1404
26%,northbound,sharks,3/1404
87%,northbound,nessie,3/1404
100%+,northbound,unknown,3/1404
31%,northbound,sharks,3/1404
11%,northbound,harpy,3/1404
15%,northbound,crabmonsters,3/1404
39%,southbound,sharks,3/1404
29%,northbound,sharks,3/1404
56%,northbound,kraken,3/1404
31%,southbound,sharks,3/1404
80%,northbound,crabmonsters,3/1404
15%,southbound,pirates,3/1404
21%,northbound,pirates,3/1404
23%,northbound,pirates,3/1404
100%+,northbound,unknown,3/1404
53%,southbound,pirates,3/1404
27%,northbound,sharks,3/1404
55%,southbound,kraken,3/1404
24%,southbound,sharks,3/1404
37%,southbound,merpeople,3/1404
80%,northbound,water elemental,3/1404
18%,northbound,pirates,3/1404
81%,northbound,water elemental,3/1404
52%,northbound,merpeople,3/1404
8%,northbound,merpeople,3/1404
18%,northbound,sharks,3/1404
26%,northbound,merpeople,3/1404
16%,northbound,sharks,3/1404
100%+,northbound,unknown,3/1404
69%,northbound,demon whale,3/1404
12%,northbound,harpy,3/1404
18%,northbound,pirates,3/1404
52%,southbound,kraken,3/1404
71%,northbound,crabmonsters,3/1404
44%,southbound,pirates,3/1404
100%+,northbound,unknown,3/1404
20%,southbound,sharks,3/1404
53%,northbound,kraken,3/1404
81%,northbound,water elemental,3/1404
17%,northbound,sharks,3/1404
15%,northbound,harpy,3/1404
95%,southbound,demon whale,3/1404
18%,southbound,sharks,3/1404
42%,southbound,kraken,3/1404
14%,southbound,pirates,3/1404
16%,southbound,harpy,3/1404
8%,northbound,pirates,3/1404
100%+,northbound,unknown,3/1404
88%,southbound,nessie,3/1404
94%,southbound,merpeople,3/1404
18%,northbound,sharks,4/1404
82%,northbound,water elemental,4/1404
61%,northbound,merpeople,4/1404
70%,southbound,merpeople,4/1404
68%,southbound,crabmonsters,4/1404
31%,southbound,pirates,4/1404
82%,northbound,water elemental,4/1404
78%,southbound,water elemental,4/1404
13%,northbound,harpy,4/1404
53%,southbound,kraken,4/1404
23%,southbound,sharks,4/1404
8%,northbound,pirates,4/1404
70%,southbound,merpeople,4/1404
100%+,southbound,unknown,4/1404
76%,northbound,water elemental,4/1404
40%,northbound,kraken,4/1404
55%,northbound,crabmonsters,4/1404
19%,northbound,sharks,4/1404
35%,southbound,sharks,4/1404
80%,southbound,water elemental,4/1404
25%,southbound,crabmonsters,4/1404
6%,northbound,harpy,4/1404
57%,southbound,merpeople,4/1404
77%,southbound,nessie,4/1404
30%,northbound,pirates,4/1404
81%,southbound,water elemental,4/1404
52%,northbound,kraken,4/1404
100%+,southbound,unknown,4/1404
28%,southbound,sharks,4/1404
17%,northbound,merpeople,4/1404
97%,northbound,demon whale,4/1404
100%+,southbound,unknown,4/1404
15%,northbound,pirates,4/1404
27%,northbound,merpeople,4/1404
20%,southbound,pirates,4/1404
13%,northbound,harpy,4/1404
100%+,southbound,unknown,4/1404
44%,southbound,sharks,4/1404
15%,northbound,harpy,4/1404
29%,northbound,sharks,4/1404
37%,southbound,pirates,4/1404
52%,northbound,kraken,4/1404
12%,southbound,sharks,4/1404
13%,northbound,pirates,4/1404
78%,southbound,merpeople,4/1404
22%,northbound,pirates,4/1404
38%,southbound,sharks,4/1404
100%+,northbound,unknown,4/1404
76%,southbound,water elemental,4/1404
70%,southbound,crabmonsters,4/1404
22%,southbound,pirates,4/1404
76%,northbound,water elemental,4/1404
33%,northbound,crabmonsters,4/1404
22%,southbound,harpy,4/1404
15%,northbound,harpy,4/1404
64%,northbound,kraken,4/1404
63%,southbound,kraken,4/1404
41%,northbound,pirates,4/1404
19%,northbound,pirates,4/1404
12%,northbound,pirates,4/1404
21%,southbound,pirates,4/1404
22%,southbound,sharks,4/1404
16%,southbound,pirates,4/1404
100%+,northbound,unknown,4/1404
15%,southbound,harpy,4/1404
25%,southbound,merpeople,4/1404
44%,northbound,kraken,4/1404
32%,northbound,kraken,4/1404
11%,northbound,pirates,4/1404
8%,southbound,crabmonsters,4/1404
19%,southbound,pirates,4/1404
82%,southbound,water elemental,4/1404
72%,southbound,nessie,4/1404
100%+,southbound,unknown,4/1404
50%,southbound,merpeople,4/1404
18%,northbound,sharks,4/1404
36%,southbound,sharks,4/1404
74%,northbound,water elemental,4/1404
46%,southbound,merpeople,4/1404
78%,northbound,nessie,4/1404
39%,southbound,merpeople,4/1404
22%,northbound,pirates,4/1404
88%,southbound,nessie,4/1404
17%,southbound,harpy,4/1404
100%+,northbound,unknown,4/1404
28%,northbound,crabmonsters,4/1404
39%,southbound,crabmonsters,4/1404
32%,southbound,pirates,4/1404
27%,southbound,pirates,4/1404
80%,southbound,water elemental,4/1404
22%,southbound,merpeople,4/1404
81%,northbound,crabmonsters,4/1404
79%,northbound,nessie,4/1404
29%,southbound,sharks,4/1404
78%,southbound,demon whale,4/1404
14%,northbound,pirates,4/1404
25%,northbound,sharks,4/1404
17%,northbound,pirates,4/1404
82%,southbound,demon whale,4/1404
35%,northbound,pirates,4/1404
100%+,northbound,unknown,4/1404
75%,southbound,water elemental,4/1404
77%,southbound,merpeople,4/1404
100%+,northbound,unknown,4/1404
100%+,northbound,unknown,4/1404
64%,southbound,kraken,4/1404
30%,northbound,sharks,4/1404
30%,southbound,sharks,4/1404
63%,northbound,merpeople,4/1404
100%+,northbound,unknown,4/1404
74%,southbound,water elemental,4/1404
68%,southbound,merpeople,4/1404
24%,northbound,pirates,4/1404
24%,northbound,merpeople,4/1404
53%,northbound,crabmonsters,4/1404
9%,southbound,sharks,4/1404
91%,northbound,nessie,4/1404
15%,southbound,sharks,4/1404
88%,northbound,nessie,4/1404
79%,northbound,nessie,4/1404
18%,southbound,pirates,4/1404
100%+,southbound,unknown,4/1404
23%,southbound,sharks,4/1404
17%,northbound,pirates,4/1404
62%,northbound,merpeople,4/1404
100%+,northbound,unknown,4/1404
85%,southbound,nessie,4/1404
80%,northbound,water elemental,4/1404
19%,northbound,pirates,4/1404
83%,southbound,merpeople,4/1404
46%,northbound,merpeople,4/1404
57%,southbound,merpeople,4/1404
100%+,northbound,unknown,4/1404
29%,southbound,sharks,4/1404
49%,southbound,pirates,4/1404
23%,southbound,pirates,4/1404
19%,southbound,pirates,4/1404
17%,southbound,pirates,4/1404
25%,northbound,pirates,4/1404
78%,northbound,water elemental,4/1404
45%,northbound,kraken,4/1404
13%,northbound,pirates,4/1404
62%,southbound,kraken,4/1404
37%,northbound,sharks,4/1404
48%,northbound,merpeople,4/1404
100%+,northbound,unknown,4/1404
11%,southbound,harpy,4/1404
17%,southbound,pirates,4/1404
53%,northbound,kraken,4/1404
15%,northbound,harpy,4/1404
54%,southbound,merpeople,4/1404
34%,northbound,crabmonsters,4/1404
50%,southbound,kraken,4/1404
23%,northbound,pirates,4/1404
60%,northbound,crabmonsters,4/1404
43%,northbound,merpeople,4/1404
16%,northbound,sharks,4/1404
57%,northbound,pirates,4/1404
14%,southbound,pirates,4/1404
13%,northbound,pirates,4/1404
21%,southbound,merpeople,4/1404
26%,southbound,sharks,4/1404
23%,northbound,pirates,4/1404
100%+,southbound,unknown,4/1404
100%+,northbound,unknown,4/1404
57%,northbound,merpeople,4/1404
30%,northbound,sharks,4/1404
85%,northbound,water elemental,4/1404
19%,southbound,harpy,4/1404
60%,northbound,kraken,4/1404
57%,northbound,kraken,4/1404
83%,southbound,water elemental,4/1404
23%,southbound,pirates,4/1404
39%,northbound,pirates,4/1404
24%,northbound,sharks,4/1404
23%,northbound,merpeople,4/1404
22%,southbound,harpy,4/1404
84%,northbound,water elemental,4/1404
17%,northbound,pirates,4/1404
54%,northbound,merpeople,4/1404
11%,southbound,harpy,4/1404
100%+,southbound,unknown,4/1404
45%,southbound,kraken,5/1404
80%,southbound,water elemental,5/1404
85%,southbound,nessie,5/1404
51%,northbound,kraken,5/1404
46%,northbound,kraken,5/1404
69%,southbound,nessie,5/1404
19%,northbound,sharks,5/1404
82%,northbound,water elemental,5/1404
84%,southbound,water elemental,5/1404
100%+,northbound,unknown,5/1404
100%+,northbound,unknown,5/1404
74%,southbound,water elemental,5/1404
17%,northbound,harpy,5/1404
76%,northbound,water elemental,5/1404
100%+,southbound,unknown,5/1404
50%,northbound,merpeople,5/1404
75%,northbound,water elemental,5/1404
92%,northbound,nessie,5/1404
77%,southbound,water elemental,5/1404
9%,southbound,harpy,5/1404
20%,northbound,pirates,5/1404
13%,northbound,sharks,5/1404
55%,northbound,kraken,5/1404
32%,northbound,sharks,5/1404
76%,southbound,nessie,5/1404
22%,northbound,sharks,5/1404
17%,southbound,harpy,5/1404
54%,northbound,kraken,5/1404
48%,northbound,merpeople,5/1404
36%,southbound,sharks,5/1404
14%,northbound,merpeople,5/1404
74%,northbound,water elemental,5/1404
13%,northbound,merpeople,5/1404
61%,southbound,merpeople,5/1404
19%,southbound,harpy,5/1404
15%,northbound,merpeople,5/1404
24%,northbound,harpy,5/1404
62%,northbound,kraken,5/1404
14%,northbound,sharks,5/1404
100%+,northbound,unknown,5/1404
31%,southbound,crabmonsters,5/1404
84%,northbound,water elemental,5/1404
32%,northbound,sharks,5/1404
54%,southbound,merpeople,5/1404
15%,southbound,sharks,5/1404
100%+,southbound,unknown,5/1404
65%,northbound,merpeople,5/1404
76%,southbound,water elemental,5/1404
22%,northbound,pirates,5/1404
38%,southbound,pirates,5/1404
22%,northbound,pirates,5/1404
72%,southbound,kraken,5/1404
29%,southbound,pirates,5/1404
10%,northbound,sharks,5/1404
16%,northbound,pirates,5/1404
81%,northbound,water elemental,5/1404
19%,southbound,pirates,5/1404
19%,northbound,pirates,5/1404
13%,northbound,sharks,5/1404
83%,southbound,water elemental,5/1404
67%,southbound,kraken,5/1404
100%+,northbound,unknown,5/1404
75%,northbound,water elemental,5/1404
17%,southbound,sharks,5/1404
25%,southbound,pirates,5/1404
61%,northbound,kraken,5/1404
40%,northbound,crabmonsters,5/1404
18%,northbound,sharks,5/1404
67%,southbound,kraken,5/1404
100%+,southbound,unknown,5/1404
83%,southbound,water elemental,5/1404
100%+,southbound,unknown,5/1404
20%,southbound,sharks,5/1404
51%,northbound,merpeople,5/1404
85%,southbound,water elemental,5/1404
16%,southbound,pirates,5/1404
36%,southbound,sharks,5/1404
21%,northbound,pirates,5/1404
100%+,southbound,unknown,5/1404
25%,southbound,crabmonsters,5/1404
11%,southbound,harpy,5/1404
53%,southbound,merpeople,5/1404
18%,southbound,pirates,5/1404
81%,southbound,water elemental,5/1404
12%,southbound,pirates,5/1404
76%,northbound,water elemental,5/1404
49%,northbound,kraken,5/1404
88%,northbound,merpeople,5/1404
84%,northbound,nessie,5/1404
100%+,southbound,unknown,5/1404
42%,northbound,pirates,5/1404
17%,northbound,sharks,5/1404
27%,southbound,pirates,5/1404
100%+,northbound,unknown,5/1404
18%,southbound,sharks,5/1404
16%,northbound,harpy,5/1404
90%,southbound,demon whale,5/1404
75%,northbound,kraken,5/1404
16%,northbound,harpy,5/1404
79%,northbound,nessie,5/1404
57%,northbound,kraken,5/1404
17%,northbound,pirates,5/1404
12%,northbound,pirates,5/1404
25%,northbound,sharks,5/1404
11%,northbound,pirates,5/1404
32%,northbound,pirates,5/1404
79%,northbound,water elemental,5/1404
12%,southbound,harpy,5/1404
12%,southbound,merpeople,5/1404
84%,southbound,crabmonsters,5/1404
37%,northbound,sharks,5/1404
78%,southbound,water elemental,5/1404
50%,northbound,merpeople,5/1404
100%+,northbound,unknown,5/1404
18%,southbound,harpy,5/1404
74%,northbound,crabmonsters,5/1404
15%,southbound,harpy,5/1404
81%,northbound,water elemental,5/1404
13%,northbound,pirates,5/1404
20%,southbound,pirates,5/1404
22%,southbound,harpy,5/1404
48%,northbound,merpeople,5/1404
11%,southbound,sharks,5/1404
49%,northbound,kraken,5/1404
100%+,northbound,unknown,5/1404
93%,northbound,nessie,5/1404
14%,southbound,pirates,5/1404
50%,northbound,kraken,5/1404
7%,northbound,crabmonsters,5/1404
34%,southbound,pirates,5/1404
23%,southbound,pirates,5/1404
48%,northbound,merpeople,5/1404
19%,southbound,pirates,5/1404
21%,northbound,pirates,5/1404
15%,southbound,harpy,5/1404
100%+,southbound,unknown,5/1404
25%,southbound,sharks,5/1404
66%,southbound,crabmonsters,5/1404
75%,southbound,water elemental,5/1404
24%,southbound,sharks,5/1404
21%,northbound,pirates,5/1404
83%,southbound,water elemental,5/1404
61%,southbound,kraken,5/1404
82%,southbound,water elemental,5/1404
100%+,northbound,unknown,5/1404
31%,southbound,sharks,5/1404
60%,northbound,merpeople,5/1404
39%,southbound,merpeople,5/1404
13%,southbound,pirates,5/1404
100%+,southbound,unknown,5/1404
96%,northbound,demon whale,5/1404
71%,southbound,nessie,5/1404
17%,southbound,sharks,5/1404
48%,northbound,kraken,5/1404
100%+,southbound,unknown,5/1404
3%,northbound,crabmonsters,5/1404
82%,northbound,nessie,5/1404
36%,southbound,sharks,5/1404
23%,northbound,harpy,5/1404
41%,northbound,pirates,5/1404
22%,southbound,pirates,5/1404
21%,northbound,pirates,5/1404
34%,northbound,merpeople,5/1404
18%,northbound,sharks,5/1404
34%,southbound,merpeople,5/1404
100%+,northbound,unknown,5/1404
16%,southbound,pirates,5/1404
58%,northbound,kraken,5/1404
42%,southbound,sharks,5/1404
12%,northbound,harpy,5/1404
19%,northbound,pirates,5/1404
65%,southbound,merpeople,5/1404
19%,southbound,pirates,5/1404
74%,southbound,water elemental,5/1404
100%+,northbound,unknown,5/1404
100%+,southbound,unknown,5/1404
100%+,northbound,unknown,5/1404
81%,northbound,water elemental,5/1404
22%,southbound,sharks,5/1404
100%+,southbound,unknown,5/1404
100%+,southbound,unknown,5/1404
18%,northbound,pirates,5/1404
100%+,southbound,unknown,5/1404
20%,southbound,harpy,5/1404
34%,southbound,sharks,5/1404
54%,southbound,pirates,5/1404
83%,northbound,nessie,5/1404
60%,northbound,merpeople,5/1404
19%,southbound,pirates,5/1404
76%,southbound,water elemental,5/1404
27%,southbound,pirates,5/1404
22%,northbound,harpy,5/1404
19%,southbound,pirates,5/1404
100%+,southbound,unknown,6/1404
40%,southbound,sharks,6/1404
21%,southbound,sharks,6/1404
75%,northbound,kraken,6/1404
93%,northbound,crabmonsters,6/1404
17%,southbound,pirates,6/1404
29%,northbound,crabmonsters,6/1404
19%,northbound,pirates,6/1404
48%,southbound,merpeople,6/1404
25%,southbound,sharks,6/1404
100%+,northbound,unknown,6/1404
43%,northbound,merpeople,6/1404
24%,southbound,merpeople,6/1404
2%,southbound,crabmonsters,6/1404
31%,northbound,merpeople,6/1404
37%,northbound,sharks,6/1404
36%,southbound,sharks,6/1404
28%,northbound,crabmonsters,6/1404
17%,southbound,sharks,6/1404
46%,southbound,merpeople,6/1404
27%,southbound,sharks,6/1404
14%,southbound,sharks,6/1404
95%,northbound,demon whale,6/1404
50%,southbound,merpeople,6/1404
51%,southbound,merpeople,6/1404
16%,southbound,harpy,6/1404
76%,northbound,water elemental,6/1404
100%+,southbound,unknown,6/1404
47%,northbound,kraken,6/1404
20%,northbound,sharks,6/1404
16%,southbound,pirates,6/1404
85%,southbound,merpeople,6/1404
79%,southbound,water elemental,6/1404
15%,southbound,sharks,6/1404
18%,northbound,pirates,6/1404
22%,southbound,pirates,6/1404
47%,southbound,merpeople,6/1404
27%,southbound,sharks,6/1404
10%,northbound,pirates,6/1404
26%,northbound,pirates,6/1404
31%,southbound,merpeople,6/1404
40%,northbound,merpeople,6/1404
90%,southbound,nessie,6/1404
26%,southbound,pirates,6/1404
20%,northbound,pirates,6/1404
100%+,northbound,unknown,6/1404
16%,southbound,merpeople,6/1404
82%,southbound,water elemental,6/1404
19%,southbound,sharks,6/1404
100%+,northbound,unknown,6/1404
77%,southbound,water elemental,6/1404
26%,northbound,crabmonsters,6/1404
16%,southbound,pirates,6/1404
20%,northbound,sharks,6/1404
18%,southbound,pirates,6/1404
100%+,southbound,unknown,6/1404
30%,southbound,sharks,6/1404
22%,southbound,pirates,6/1404
77%,northbound,nessie,6/1404
36%,southbound,sharks,6/1404
21%,northbound,sharks,6/1404
56%,northbound,kraken,6/1404
51%,southbound,merpeople,6/1404
9%,northbound,harpy,6/1404
40%,northbound,pirates,6/1404
15%,northbound,sharks,6/1404
20%,northbound,pirates,6/1404
20%,northbound,sharks,6/1404
24%,southbound,sharks,6/1404
100%+,southbound,unknown,6/1404
46%,northbound,kraken,6/1404
14%,northbound,harpy,6/1404
36%,northbound,sharks,6/1404
100%+,northbound,unknown,6/1404
21%,northbound,harpy,6/1404
33%,northbound,sharks,6/1404
100%+,northbound,unknown,6/1404
77%,northbound,water elemental,6/1404
34%,southbound,merpeople,6/1404
50%,northbound,pirates,6/1404
36%,southbound,sharks,6/1404
